time,actual_price_usd,predicted_price_usd
2020-12-31 00:00:00+00:00,29380.6937327878,28594.46382394508
2021-01-01 00:00:00+00:00,32022.6810578609,28594.46382394508
2021-01-02 00:00:00+00:00,33277.8353050848,27747.95965653069
2021-01-03 00:00:00+00:00,31802.1467136178,28347.82414138985
2021-01-04 00:00:00+00:00,34013.1741724138,28594.46382394508
2021-01-05 00:00:00+00:00,36643.2777223846,28594.46382394508
2021-01-06 00:00:00+00:00,39215.6511490356,28594.46382394508
2021-01-07 00:00:00+00:00,40775.4045634132,28594.46382394508
2021-01-08 00:00:00+00:00,40370.6823495032,28594.46382394508
2021-01-09 00:00:00+00:00,38329.3401665693,28238.08543188429
2021-01-10 00:00:00+00:00,35269.5137177089,27940.225480148463
2021-01-11 00:00:00+00:00,33712.4685452952,28577.146364160162
2021-01-12 00:00:00+00:00,37296.5475277615,28594.46382394508
2021-01-13 00:00:00+00:00,39045.518340152,28594.46382394508
2021-01-14 00:00:00+00:00,36710.3174248977,28577.146364160162
2021-01-15 00:00:00+00:00,36177.2610970193,28594.46382394508
2021-01-16 00:00:00+00:00,36069.939466803,28594.46382394508
2021-01-17 00:00:00+00:00,36594.2964018118,28582.48809619289
2021-01-18 00:00:00+00:00,36250.1461893629,27632.319341559316
2021-01-19 00:00:00+00:00,35515.480012858,28166.97556993222
2021-01-20 00:00:00+00:00,31022.9510280538,28329.517164673318
2021-01-21 00:00:00+00:00,32986.4357568673,28594.9521376026
2021-01-22 00:00:00+00:00,32036.2822723553,27753.190627624783
2021-01-23 00:00:00+00:00,32216.1042904734,28612.26959738752
2021-01-24 00:00:00+00:00,32419.7059462303,28275.1214967937
2021-01-25 00:00:00+00:00,32640.6391426067,28022.817630948
2021-01-26 00:00:00+00:00,30358.9347235535,28582.48809619289
2021-01-27 00:00:00+00:00,33511.287595149,28594.46382394508
2021-01-28 00:00:00+00:00,34166.1494259497,28612.26959738752
2021-01-29 00:00:00+00:00,34349.9170952659,28329.517164673318
2021-01-30 00:00:00+00:00,33157.8325745178,28594.46382394508
2021-01-31 00:00:00+00:00,33570.2718468732,28264.099596552922
2021-02-01 00:00:00+00:00,35596.1489094097,28025.156831632972
2021-02-02 00:00:00+00:00,37578.3732068966,27821.188764320286
2021-02-03 00:00:00+00:00,37129.2029376972,28594.46382394508
2021-02-04 00:00:00+00:00,38045.4136084161,28594.46382394508
2021-02-05 00:00:00+00:00,39341.727081239,28594.46382394508
2021-02-06 00:00:00+00:00,39003.0121817651,28594.46382394508
2021-02-07 00:00:00+00:00,46121.9340724722,28594.9521376026
2021-02-08 00:00:00+00:00,46548.1619912332,28395.435936067803
2021-02-09 00:00:00+00:00,45078.128350263,28594.46382394508
2021-02-10 00:00:00+00:00,47892.8409181765,28594.46382394508
2021-02-11 00:00:00+00:00,47525.2091431911,28594.46382394508
2021-02-12 00:00:00+00:00,47208.6250270602,28118.337192046783
2021-02-13 00:00:00+00:00,48829.8275096435,28594.46382394508
2021-02-14 00:00:00+00:00,48110.2417334892,28594.46382394508
2021-02-15 00:00:00+00:00,49140.3826578024,28271.422971211003
2021-02-16 00:00:00+00:00,52224.9391139684,28594.9521376026
2021-02-17 00:00:00+00:00,51650.0699485681,27916.989910326134
2021-02-18 00:00:00+00:00,55820.5044038574,28612.26959738752
2021-02-19 00:00:00+00:00,55861.8205670953,28612.26959738752
2021-02-20 00:00:00+00:00,57500.7161102864,28594.46382394508
2021-02-21 00:00:00+00:00,53952.1533386324,28594.46382394508
2021-02-22 00:00:00+00:00,48560.4890350672,28033.45509791936
2021-02-23 00:00:00+00:00,49567.3456890707,28325.95600998483
2021-02-24 00:00:00+00:00,47568.131170076,28126.46110007484
2021-02-25 00:00:00+00:00,46231.7675784921,28594.46382394508
2021-02-26 00:00:00+00:00,45834.5133611923,28594.46382394508
2021-02-27 00:00:00+00:00,45359.4641642314,28612.26959738752
2021-02-28 00:00:00+00:00,49634.4471092928,28594.46382394508
2021-03-01 00:00:00+00:00,48304.7054879018,27966.411855679737
2021-03-02 00:00:00+00:00,50690.4671835184,28270.804388494467
2021-03-03 00:00:00+00:00,48472.7954751607,28612.26959738752
2021-03-04 00:00:00+00:00,48800.8173594389,28594.46382394508
2021-03-05 00:00:00+00:00,48970.5244868498,28136.173983611945
2021-03-06 00:00:00+00:00,51086.4681794272,28594.46382394508
2021-03-07 00:00:00+00:00,52088.475131502,28413.241709510243
2021-03-08 00:00:00+00:00,54739.1352542373,28031.702258732916
2021-03-09 00:00:00+00:00,56116.040912332,28473.190380530694
2021-03-10 00:00:00+00:00,57847.2549357101,28346.83462445824
2021-03-11 00:00:00+00:00,57334.641534775,28594.46382394508
2021-03-12 00:00:00+00:00,61288.7941276447,28272.294300803067
2021-03-13 00:00:00+00:00,59905.6184704851,28594.46382394508
2021-03-14 00:00:00+00:00,56121.121924021,28582.48809619289
2021-03-15 00:00:00+00:00,56500.4460257159,28564.682322750446
2021-03-16 00:00:00+00:00,58683.0659824664,28594.46382394508
2021-03-17 00:00:00+00:00,57731.4798410871,28594.46382394508
2021-03-18 00:00:00+00:00,58168.1219222677,28612.26959738752
2021-03-19 00:00:00+00:00,58247.8847066043,28594.46382394508
2021-03-20 00:00:00+00:00,57447.9330198714,28594.46382394508
2021-03-21 00:00:00+00:00,54453.1373508475,28582.48809619289
2021-03-22 00:00:00+00:00,54563.6119458211,28289.577632379904
2021-03-23 00:00:00+00:00,52595.4113237873,28594.9521376026
2021-03-24 00:00:00+00:00,51547.1248953828,28594.46382394508
2021-03-25 00:00:00+00:00,54817.8571122151,28577.146364160162
2021-03-26 00:00:00+00:00,56019.8373055523,28594.46382394508
2021-03-27 00:00:00+00:00,55713.0381396844,28355.029328708384
2021-03-28 00:00:00+00:00,57571.2333477498,28582.48809619289
2021-03-29 00:00:00+00:00,58684.5483921683,28004.962580446532
2021-03-30 00:00:00+00:00,58792.1948275862,28612.26959738752
2021-03-31 00:00:00+00:00,58818.9770985973,28594.46382394508
2021-04-01 00:00:00+00:00,59031.5340192285,28594.46382394508
2021-04-02 00:00:00+00:00,57282.3896247808,28612.26959738752
2021-04-03 00:00:00+00:00,58202.199391993,28612.26959738752
2021-04-04 00:00:00+00:00,58755.8525295149,28085.94529172181
2021-04-05 00:00:00+00:00,58084.0664231444,28015.69532157102
2021-04-06 00:00:00+00:00,56266.8346762127,28577.146364160162
2021-04-07 00:00:00+00:00,57963.3445994155,28594.46382394508
2021-04-08 00:00:00+00:00,58051.7625563998,28594.46382394508
2021-04-09 00:00:00+00:00,59651.5589877265,28329.517164673318
2021-04-10 00:00:00+00:00,59932.9306469901,28594.46382394508
2021-04-11 00:00:00+00:00,59905.9363744594,28594.46382394508
2021-04-12 00:00:00+00:00,63445.638314436,27992.792731990656
2021-04-13 00:00:00+00:00,62869.4955873758,28594.9521376026
2021-04-14 00:00:00+00:00,63231.162987142,28594.46382394508
2021-04-15 00:00:00+00:00,61571.1100905903,28612.26959738752
2021-04-16 00:00:00+00:00,60280.8761758036,28594.46382394508
2021-04-17 00:00:00+00:00,56389.5579812975,27827.243604515497
2021-04-18 00:00:00+00:00,55798.1370771479,27593.74756205261
2021-04-19 00:00:00+00:00,56474.3737586207,28346.90542068033
2021-04-20 00:00:00+00:00,54025.7995745178,27563.322940912916
2021-04-21 00:00:00+00:00,51882.0598106371,28612.26959738752
2021-04-22 00:00:00+00:00,50954.9100607832,27658.527546966692
2021-04-23 00:00:00+00:00,50279.9484464056,28582.48809619289
2021-04-24 00:00:00+00:00,48946.9407428404,28612.26959738752
2021-04-25 00:00:00+00:00,53943.3499783752,28413.241709510243
2021-04-26 00:00:00+00:00,55027.0309848042,28015.69532157102
2021-04-27 00:00:00+00:00,54787.3787071888,27634.882908936295
2021-04-28 00:00:00+00:00,53567.0811938048,28318.83370060785
2021-04-29 00:00:00+00:00,57741.44441654,28413.241709510243
2021-04-30 00:00:00+00:00,57863.5903927528,28038.209629118657
2021-05-01 00:00:00+00:00,56572.5968410286,28582.48809619289
2021-05-02 00:00:00+00:00,57243.0416054939,28019.060295196967
2021-05-03 00:00:00+00:00,53724.10892519,28273.55243628171
2021-05-04 00:00:00+00:00,57342.0256616014,28564.682322750446
2021-05-05 00:00:00+00:00,56527.3529789597,28577.146364160162
2021-05-06 00:00:00+00:00,57341.0684549386,28594.46382394508
2021-05-07 00:00:00+00:00,58736.1258950906,28594.46382394508
2021-05-08 00:00:00+00:00,58288.4256303916,28594.46382394508
2021-05-09 00:00:00+00:00,55902.9277399182,28564.682322750446
2021-05-10 00:00:00+00:00,56612.1026487434,28268.584650157805
2021-05-11 00:00:00+00:00,50972.355081239,28594.46382394508
2021-05-12 00:00:00+00:00,49368.6144739918,28594.46382394508
2021-05-13 00:00:00+00:00,49997.3959011105,28594.46382394508
2021-05-14 00:00:00+00:00,47047.9633331385,28594.46382394508
2021-05-15 00:00:00+00:00,46022.5037090006,28336.22195661486
2021-05-16 00:00:00+00:00,43492.3954833431,28020.377459872594
2021-05-17 00:00:00+00:00,42789.8093921683,28002.594802268854
2021-05-18 00:00:00+00:00,37642.5200017534,28048.86997734542
2021-05-19 00:00:00+00:00,40799.4021475745,27610.585989496205
2021-05-20 00:00:00+00:00,37174.3311014027,28346.95469773935
2021-05-21 00:00:00+00:00,37643.4197983635,27975.448940644084
2021-05-22 00:00:00+00:00,34774.207221917,27698.910657583874
2021-05-23 00:00:00+00:00,38630.4091186441,28020.377459872594
2021-05-24 00:00:00+00:00,38269.7710747516,28020.377459872594
2021-05-25 00:00:00+00:00,39194.8588980129,27990.424953812977
2021-05-26 00:00:00+00:00,38510.8570417884,28002.594802268854
2021-05-27 00:00:00+00:00,35596.7179510228,28020.377459872594
2021-05-28 00:00:00+00:00,34681.8183670368,28020.377459872594
2021-05-29 00:00:00+00:00,35652.1687703098,28002.594802268854
2021-05-30 00:00:00+00:00,37312.9748970193,28020.377459872594
2021-05-31 00:00:00+00:00,36661.3781184687,27996.509878040917
2021-06-01 00:00:00+00:00,37639.4556732905,28002.594802268854
2021-06-02 00:00:00+00:00,39160.1504132086,28020.377459872594
2021-06-03 00:00:00+00:00,36884.3735551724,28004.948513509073
2021-06-04 00:00:00+00:00,35409.5672366452,28044.187839043847
2021-06-05 00:00:00+00:00,35720.6043546464,27668.828886926945
2021-06-06 00:00:00+00:00,33724.9077517826,27668.828886926945
2021-06-07 00:00:00+00:00,33475.0489234366,28020.377459872594
2021-06-08 00:00:00+00:00,37372.9888953828,27953.04134739919
2021-06-09 00:00:00+00:00,36826.0022185856,27983.86791450497
2021-06-10 00:00:00+00:00,37185.3931268264,27610.113874416133
2021-06-11 00:00:00+00:00,35669.1712817066,27641.139875233202
2021-06-12 00:00:00+00:00,38925.4194289889,27593.74756205261
2021-06-13 00:00:00+00:00,40455.5959833431,27767.145100060796
2021-06-14 00:00:00+00:00,40254.6514679135,27668.828886926945
2021-06-15 00:00:00+00:00,38265.5437726476,27584.913469064868
2021-06-16 00:00:00+00:00,38018.6432346581,27591.859101732323
2021-06-17 00:00:00+00:00,35714.3120787259,27564.267171073057
2021-06-18 00:00:00+00:00,35555.9763966686,27610.113874416133
2021-06-19 00:00:00+00:00,35599.9418784337,27610.585989496205
2021-06-20 00:00:00+00:00,31715.1598624196,27593.74756205261
2021-06-21 00:00:00+00:00,32394.5555949737,27593.74756205261
2021-06-22 00:00:00+00:00,33610.4968129749,27593.74756205261
2021-06-23 00:00:00+00:00,34658.972875979,27593.74756205261
2021-06-24 00:00:00+00:00,31683.5032004676,27593.74756205261
2021-06-25 00:00:00+00:00,31890.6764465225,27593.74756205261
2021-06-26 00:00:00+00:00,34506.4911975453,27593.74756205261
2021-06-27 00:00:00+00:00,34376.188538983,27593.74756205261
2021-06-28 00:00:00+00:00,35933.7782178843,27593.74756205261
2021-06-29 00:00:00+00:00,35065.4661533606,27593.74756205261
2021-06-30 00:00:00+00:00,33505.0804935126,27593.74756205261
2021-07-01 00:00:00+00:00,33782.9459464641,27593.74756205261
2021-07-02 00:00:00+00:00,34588.2242916423,27593.74756205261
2021-07-03 00:00:00+00:00,35355.6078883694,27593.74756205261
2021-07-04 00:00:00+00:00,33911.7538404442,27576.423460215083
2021-07-05 00:00:00+00:00,34123.9815680888,27593.74756205261
2021-07-06 00:00:00+00:00,33931.6186382233,27593.74756205261
2021-07-07 00:00:00+00:00,32819.6595312098,27593.74756205261
2021-07-08 00:00:00+00:00,33914.8810742256,27593.74756205261
2021-07-09 00:00:00+00:00,33610.9458386908,27593.74756205261
2021-07-10 00:00:00+00:00,34258.4413898305,27593.74756205261
2021-07-11 00:00:00+00:00,33135.2359117475,27593.74756205261
2021-07-12 00:00:00+00:00,32641.9759610169,27593.74756205261
2021-07-13 00:00:00+00:00,32798.2845189947,27593.74756205261
2021-07-14 00:00:00+00:00,31707.6900368206,27593.74756205261
2021-07-15 00:00:00+00:00,31455.7175818819,27593.74756205261
2021-07-16 00:00:00+00:00,31547.9511990064,27593.74756205261
2021-07-17 00:00:00+00:00,31707.7038527177,27593.74756205261
2021-07-18 00:00:00+00:00,30883.4697462303,27593.74756205261
2021-07-19 00:00:00+00:00,29766.6577182934,27593.74756205261
2021-07-20 00:00:00+00:00,32119.6572258328,27593.74756205261
2021-07-21 00:00:00+00:00,32306.9614285798,27593.74756205261
2021-07-22 00:00:00+00:00,33439.5957028638,27593.74756205261
2021-07-23 00:00:00+00:00,34166.914654588,27593.74756205261
2021-07-24 00:00:00+00:00,35119.9374360023,27593.74756205261
2021-07-25 00:00:00+00:00,37444.7825102279,27593.74756205261
2021-07-26 00:00:00+00:00,39126.5402881356,27593.74756205261
2021-07-27 00:00:00+00:00,39939.1940432495,27576.437019528934
2021-07-28 00:00:00+00:00,40086.1643950906,27593.74756205261
2021-07-29 00:00:00+00:00,41789.6670981882,27593.74756205261
2021-07-30 00:00:00+00:00,41793.3137481005,27576.437019528934
2021-07-31 00:00:00+00:00,39968.9689544126,27593.74756205261
2021-08-01 00:00:00+00:00,39304.1862835769,27593.74756205261
2021-08-02 00:00:00+00:00,38288.8253975453,27593.74756205261
2021-08-03 00:00:00+00:00,39773.9113489188,27593.74756205261
2021-08-04 00:00:00+00:00,40941.650434249,27593.74756205261
2021-08-05 00:00:00+00:00,42790.3573284629,27593.74756205261
2021-08-06 00:00:00+00:00,44484.9005862069,27593.74756205261
2021-08-07 00:00:00+00:00,43972.3010181181,27593.74756205261
2021-08-08 00:00:00+00:00,46265.6424564582,27593.74756205261
2021-08-09 00:00:00+00:00,45488.7912624196,27593.74756205261
2021-08-10 00:00:00+00:00,45676.3263611923,27593.74756205261
2021-08-11 00:00:00+00:00,44405.7483483343,27593.74756205261
2021-08-12 00:00:00+00:00,47717.4853559322,27593.74756205261
2021-08-13 00:00:00+00:00,47124.2050736411,27593.74756205261
2021-08-14 00:00:00+00:00,47074.370710111,27593.74756205261
2021-08-15 00:00:00+00:00,45984.7199070719,27610.113874416133
2021-08-16 00:00:00+00:00,44714.0967982466,27953.04134739919
2021-08-17 00:00:00+00:00,44954.3637469316,27581.57771359673
2021-08-18 00:00:00+00:00,46646.8615049679,27645.290596264178
2021-08-19 00:00:00+00:00,49240.8356049094,27593.74756205261
2021-08-20 00:00:00+00:00,49070.2409701929,27593.74756205261
2021-08-21 00:00:00+00:00,49363.3160952659,27612.13159933373
2021-08-22 00:00:00+00:00,49590.8763676213,27610.113874416133
2021-08-23 00:00:00+00:00,47925.8622127411,27610.113874416133
2021-08-24 00:00:00+00:00,49002.3166049094,28002.594802268854
2021-08-25 00:00:00+00:00,47190.3449929866,27593.74756205261
2021-08-26 00:00:00+00:00,49048.4755891292,27610.113874416133
2021-08-27 00:00:00+00:00,48852.4687995324,27610.113874416133
2021-08-28 00:00:00+00:00,48948.3479579193,27610.113874416133
2021-08-29 00:00:00+00:00,47125.7685189947,27610.585989496205
2021-08-30 00:00:00+00:00,47219.2443424898,27668.828886926945
2021-08-31 00:00:00+00:00,48688.5375572764,27593.74756205261
2021-09-01 00:00:00+00:00,49369.5862746932,27639.72352999299
2021-09-02 00:00:00+00:00,49860.5341635301,27622.38290343659
2021-09-03 00:00:00+00:00,49919.577563647,27755.919900168326
2021-09-04 00:00:00+00:00,51747.6438565167,27582.382085250734
2021-09-05 00:00:00+00:00,52640.5883740503,27668.828886926945
2021-09-06 00:00:00+00:00,46854.4006028638,28027.49976924957
2021-09-07 00:00:00+00:00,46187.9757306254,28002.594802268854
2021-09-08 00:00:00+00:00,46448.7748290473,27634.882908936295
2021-09-09 00:00:00+00:00,44765.2755762712,27599.706187088257
2021-09-10 00:00:00+00:00,45098.5916447691,27639.72352999299
2021-09-11 00:00:00+00:00,46180.6124563998,27593.275446972533
2021-09-12 00:00:00+00:00,44991.5221277031,27645.290596264178
2021-09-13 00:00:00+00:00,47022.6177597896,27645.290596264178
2021-09-14 00:00:00+00:00,48167.1893676213,28020.377459872594
2021-09-15 00:00:00+00:00,47797.3283237873,28008.207611416718
2021-09-16 00:00:00+00:00,47213.7941294565,27562.850825832844
2021-09-17 00:00:00+00:00,48204.0136519579,27583.798430490944
2021-09-18 00:00:00+00:00,47218.4739964933,27613.921744964347
2021-09-19 00:00:00+00:00,42855.5103448276,27971.093993981307
2021-09-20 00:00:00+00:00,40526.4893760958,28020.377459872594
2021-09-21 00:00:00+00:00,43577.5724821742,28003.053358035075
2021-09-22 00:00:00+00:00,44861.2980329047,27593.74756205261
2021-09-23 00:00:00+00:00,42803.307701052,27610.113874416133
2021-09-24 00:00:00+00:00,42735.2658240795,28017.328218101702
2021-09-25 00:00:00+00:00,43131.2941773816,27975.448940644084
2021-09-26 00:00:00+00:00,42496.7852250146,27668.828886926945
2021-09-27 00:00:00+00:00,41223.7862743425,27610.113874416133
2021-09-28 00:00:00+00:00,41453.9470131502,28020.377459872594
2021-09-29 00:00:00+00:00,43781.546015488,28027.49976924957
2021-09-30 00:00:00+00:00,48078.1315543542,27610.585989496205
2021-10-01 00:00:00+00:00,47792.4391943308,28141.52953685799
2021-10-02 00:00:00+00:00,48202.6229177089,27675.86817352309
2021-10-03 00:00:00+00:00,49288.5013106371,28002.594802268854
2021-10-04 00:00:00+00:00,51558.0493319112,27971.093993981307
2021-10-05 00:00:00+00:00,55419.800411163,28015.69532157102
2021-10-06 00:00:00+00:00,53805.1569125658,28362.961634901247
2021-10-07 00:00:00+00:00,53933.5275908825,27599.706187088257
2021-10-08 00:00:00+00:00,55010.9224751607,28529.534569482206
2021-10-09 00:00:00+00:00,54701.2797022209,27593.374627537116
2021-10-10 00:00:00+00:00,57289.1864570426,27996.509878040917
2021-10-11 00:00:00+00:00,56196.1812597896,28020.377459872594
2021-10-12 00:00:00+00:00,57348.8928769725,28003.053358035075
2021-10-13 00:00:00+00:00,57384.0369146698,27660.98917640678
2021-10-14 00:00:00+00:00,61446.0840073057,28031.087319741677
2021-10-15 00:00:00+00:00,60932.0632119228,27649.277883717128
2021-10-16 00:00:00+00:00,61462.2223722969,28273.53366103801
2021-10-17 00:00:00+00:00,61977.0575514319,27599.706187088257
2021-10-18 00:00:00+00:00,64290.8977574518,28020.377459872594
2021-10-19 00:00:00+00:00,66061.7965639977,28085.94529172181
2021-10-20 00:00:00+00:00,62373.8856206897,28336.22195661486
2021-10-21 00:00:00+00:00,60750.9673718293,28072.844772419645
2021-10-22 00:00:00+00:00,61250.082628872,28594.9521376026
2021-10-23 00:00:00+00:00,60865.4470523086,28048.86997734542
2021-10-24 00:00:00+00:00,63031.6729015196,28020.377459872594
2021-10-25 00:00:00+00:00,60393.9802738165,28020.377459872594
2021-10-26 00:00:00+00:00,58563.3359899766,28075.212550597327
2021-10-27 00:00:00+00:00,60564.5721122151,28164.27850058563
2021-10-28 00:00:00+00:00,62230.8055689655,28034.95890191117
2021-10-29 00:00:00+00:00,61742.9165321449,28336.22195661486
2021-10-30 00:00:00+00:00,61432.9700628287,28357.638161804814
2021-10-31 00:00:00+00:00,61092.0950592051,28024.859571602577
2021-11-01 00:00:00+00:00,63024.7472296902,27953.04134739919
2021-11-02 00:00:00+00:00,62955.9817630041,28141.52953685799
2021-11-03 00:00:00+00:00,61393.8899780246,28346.95469773935
2021-11-04 00:00:00+00:00,61005.840833723,28336.22195661486
2021-11-05 00:00:00+00:00,61455.0536268849,28138.8324675114
2021-11-06 00:00:00+00:00,63043.8290590298,28193.7152482186
2021-11-07 00:00:00+00:00,67541.7555081824,28020.377459872594
2021-11-08 00:00:00+00:00,67095.5856706605,28020.377459872594
2021-11-09 00:00:00+00:00,64756.0779689071,28177.708311056704
2021-11-10 00:00:00+00:00,64962.9312939801,28594.46382394508
2021-11-11 00:00:00+00:00,64078.968037405,28255.462755519595
2021-11-12 00:00:00+00:00,64397.7912063121,28193.7152482186
2021-11-13 00:00:00+00:00,65032.2256548217,28170.36342481357
2021-11-14 00:00:00+00:00,63753.5031592636,28020.377459872594
2021-11-15 00:00:00+00:00,60322.4978530099,28020.377459872594
2021-11-16 00:00:00+00:00,60154.3083661601,28066.01899884046
2021-11-17 00:00:00+00:00,56794.1556271186,28346.95469773935
2021-11-18 00:00:00+00:00,58014.0729888954,28016.704129227357
2021-11-19 00:00:00+00:00,59749.4738229106,28337.3619759743
2021-11-20 00:00:00+00:00,59032.6241017534,28170.36342481357
2021-11-21 00:00:00+00:00,56383.5658760958,28020.377459872594
2021-11-22 00:00:00+00:00,57642.2657980713,28020.377459872594
2021-11-23 00:00:00+00:00,57141.8303784337,28034.95890191117
2021-11-24 00:00:00+00:00,59008.6554792519,28048.86997734542
2021-11-25 00:00:00+00:00,53800.6178389831,28244.730014395107
2021-11-26 00:00:00+00:00,54635.8824628872,28343.446900202238
2021-11-27 00:00:00+00:00,57248.5696963764,28337.3619759743
2021-11-28 00:00:00+00:00,57920.7107299825,28020.377459872594
2021-11-29 00:00:00+00:00,57097.0127942724,28020.377459872594
2021-11-30 00:00:00+00:00,57180.6098439509,28242.032945048526
2021-12-01 00:00:00+00:00,56582.8937691408,28343.446900202238
2021-12-02 00:00:00+00:00,53671.6160680888,28141.52953685799
2021-12-03 00:00:00+00:00,49159.7357983635,28594.46382394508
2021-12-04 00:00:00+00:00,49327.0935999416,28346.95469773935
2021-12-05 00:00:00+00:00,50535.4252232612,28024.859571602577
2021-12-06 00:00:00+00:00,50574.4728344828,28002.594802268854
2021-12-07 00:00:00+00:00,50500.6543513735,28166.97556993222
2021-12-08 00:00:00+00:00,47937.8228458212,28072.844772419645
2021-12-09 00:00:00+00:00,47437.2289725307,28024.859571602577
2021-12-10 00:00:00+00:00,49321.7693252484,28490.99615397313
2021-12-11 00:00:00+00:00,50136.5722568673,28254.2027935044
2021-12-12 00:00:00+00:00,46785.3278410286,28020.377459872594
2021-12-13 00:00:00+00:00,48292.6822501461,28020.377459872594
2021-12-14 00:00:00+00:00,48830.6223860316,28016.704129227357
2021-12-15 00:00:00+00:00,47663.4691077148,28031.087319741677
2021-12-16 00:00:00+00:00,46334.4837489772,28075.212550597327
2021-12-17 00:00:00+00:00,46904.8736753361,27753.57246567855
2021-12-18 00:00:00+00:00,46876.426924021,28007.07691399884
2021-12-19 00:00:00+00:00,46954.7634783168,28020.377459872594
2021-12-20 00:00:00+00:00,49082.0624666277,28020.377459872594
2021-12-21 00:00:00+00:00,48692.0987391584,28020.177433301007
2021-12-22 00:00:00+00:00,50712.9707682642,28346.95469773935
2021-12-23 00:00:00+00:00,50783.8344210988,28164.27850058563
2021-12-24 00:00:00+00:00,50590.4508976622,28337.3619759743
2021-12-25 00:00:00+00:00,50798.3065859147,28031.087319741677
2021-12-26 00:00:00+00:00,50796.3776735827,28020.377459872594
2021-12-27 00:00:00+00:00,47673.0440452367,28020.377459872594
2021-12-28 00:00:00+00:00,46470.3215751023,28000.9919897709
2021-12-29 00:00:00+00:00,47102.4630037989,28244.730014395107
2021-12-30 00:00:00+00:00,46355.1173302747,28582.48809619289
